protein_id	length_aa	annotation_status	uniprot_id	subject_db_id	description	evalue	e_val	bitscore	identity_percent	identity_pct	query_coverage	query_coverage_pct	subject_coverage	refined_identity	refined_length	annotation_confidence
ENA|BN000065|BN000065.1_predicted_orf_2100	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2101	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2102	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2103	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2104	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2105	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2106	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2107	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2108	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2109	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2110	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2111	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2112	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2113	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2114	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2115	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2116	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2117	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2118	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2119	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2120	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2121	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2122	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2123	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2124	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2125	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2126	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2127	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2128	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2129	134	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2130	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2131	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2132	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2133	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2134	81	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2135	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2136	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2137	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2138	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2139	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2140	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2141	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2142	110	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2143	70	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2144	77	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2145	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2146	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2147	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2148	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2149	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2150	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2151	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2152	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2153	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2154	171	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2155	82	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2156	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2157	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2158	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2159	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2160	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2161	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2162	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2163	89	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2164	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2165	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2166	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2167	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2168	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2169	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2170	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2171	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2172	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2173	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2174	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2175	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2176	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2177	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2178	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2179	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2180	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2181	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2182	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2183	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2184	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2185	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2186	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2187	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2188	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2189	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2190	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2191	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2192	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2193	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2194	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2195	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2196	85	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2197	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2198	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2199	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2200	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2201	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2202	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2203	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2204	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2205	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2206	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2207	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2208	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2209	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2210	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2211	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2212	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2213	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2214	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2215	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2216	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2217	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2218	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2219	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2220	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2221	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2222	112	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2223	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2224	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2225	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2226	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2227	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2228	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2229	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2230	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2231	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2232	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2233	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2234	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2235	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2236	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2237	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2238	75	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2239	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2240	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2241	112	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2242	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2243	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2244	74	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2245	98	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2246	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2247	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2248	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2249	116	Hypothetical Protein		None	hypothetical protein											0.0
